"Y","L","X","K","weight_type","association_type","estimate","variance","se","lower_95","upper_95","Age"
"maxPD","Pd>=6","FSI_score","FSI","PPW","pearson",0.016270799272603,0.000138421298757252,0.0117652581253984,-0.00678868292199507,0.039330281467201,"50-64"
"maxCAL","Cal>=3","DS_score","DS","OPW","pearson",0.143492215522028,0.000191838343374529,0.0138505719511697,0.116345593332455,0.170638837711602,"50-64"
"maxCAL","Cal>=3","FS_score","FS","OPW","pearson",0.00706713240296484,6.73540506255522e-05,0.00820695136000892,-0.00901819668552464,0.0231524614914543,"50-64"
"maxCAL","Cal>=3","DSI_score","DSI","OPW","pearson",0.150472955648034,0.000236682466907255,0.015384487866265,0.120319913509561,0.180625997786507,"50-64"
"maxCAL","Cal>=3","FSI_score","FSI","OPW","pearson",-0.00943845045465965,9.07102871653046e-05,0.00952419483028905,-0.0281055293037688,0.00922862839444945,"50-64"
"maxCAL","Cal>=4","DS_score","DS","OPW","pearson",0.102367105153724,0.000171640099434857,0.0131011487830212,0.0766893253829013,0.128044884924546,"50-64"
"maxCAL","Cal>=4","FS_score","FS","OPW","pearson",0.020932283096325,6.81623563971759e-05,0.00825604968475698,0.00475072305962806,0.037113843133022,"50-64"
"maxCAL","Cal>=4","DSI_score","DSI","OPW","pearson",0.102430400849183,0.000212145791114269,0.0145652254055428,0.0738830836276114,0.130977718070755,"50-64"
"maxCAL","Cal>=4","FSI_score","FSI","OPW","pearson",-0.0263328776201202,8.1306276451937e-05,0.00901699930419965,-0.0440058715049743,-0.00865988373526617,"50-64"
"maxCAL","Cal>=5","DS_score","DS","OPW","pearson",0.0863969351986714,0.000156142308646598,0.0124956916033727,0.0619058296941415,0.110888040703201,"50-64"
"maxCAL","Cal>=5","FS_score","FS","OPW","pearson",0.0216558060822344,8.03140033669773e-05,0.00896180804118105,0.00409098508515809,0.0392206270793107,"50-64"
"maxCAL","Cal>=5","DSI_score","DSI","OPW","pearson",0.0835772190841036,0.000181269494041852,0.0134636359889092,0.0571889774448842,0.109965460723323,"50-64"
"maxCAL","Cal>=5","FSI_score","FSI","OPW","pearson",-0.0392296558295724,8.77596803548469e-05,0.00936801368246476,-0.0575906252538818,-0.0208686864052631,"50-64"
"maxPD","Pd>=4","DS_score","DS","OPW","pearson",0.0686279468655251,0.000125658817746093,0.0112097643929787,0.0466572123801074,0.0905986813509428,"50-64"
"maxPD","Pd>=4","FS_score","FS","OPW","pearson",0.0794337655566004,8.14710662073242e-05,0.00902613240581614,0.0617428711215109,0.0971246599916899,"50-64"
"maxPD","Pd>=4","DSI_score","DSI","OPW","pearson",0.0520443399582834,0.000144042071907139,0.012001752868108,0.0285213365854413,0.0755673433311254,"50-64"
"maxPD","Pd>=4","FSI_score","FSI","OPW","pearson",0.0148674470666743,8.65191021552141e-05,0.00930156450040605,-0.00336328435399783,0.0330981784873465,"50-64"
"maxPD","Pd>=5","DS_score","DS","OPW","pearson",0.0717925551959109,0.00013189343359471,0.011484486649159,0.0492833749826282,0.0943017354091935,"50-64"
"maxPD","Pd>=5","FS_score","FS","OPW","pearson",0.0688253106275325,0.000107782310223702,0.0103818259580722,0.0484773056559479,0.0891733155991171,"50-64"
"maxPD","Pd>=5","DSI_score","DSI","OPW","pearson",0.053783025714691,0.000136555602038888,0.0116857007508702,0.0308794731088728,0.0766865783205093,"50-64"
"maxPD","Pd>=5","FSI_score","FSI","OPW","pearson",0.00802988082729099,0.000109760569516609,0.0104766678632382,-0.0125040108626442,0.0285637725172262,"50-64"
"maxPD","Pd>=6","DS_score","DS","OPW","pearson",0.0894699346950137,0.000148540839934831,0.012187733174583,0.065582416619647,0.11335745277038,"50-64"
"maxPD","Pd>=6","FS_score","FS","OPW","pearson",0.0681699061144243,0.000113235012262194,0.010641194118246,0.0473135488901627,0.089026263338686,"50-64"
"maxPD","Pd>=6","DSI_score","DSI","OPW","pearson",0.0759645931035159,0.000163046983463243,0.0127689852166585,0.0509378419597409,0.100991344247291,"50-64"
"maxPD","Pd>=6","FSI_score","FSI","OPW","pearson",0.0176036781074979,0.000116705903372035,0.0108030506511834,-0.0035699120919836,0.0387772683069794,"50-64"
"maxCAL","Cal>=3","DS_score","DS","no_weight","pearson",0.107827894937563,0.000218146498401836,0.014769783288926,0.0788796516318062,0.136776138243319,"65+"
"maxCAL","Cal>=3","FS_score","FS","no_weight","pearson",0.0467528503690276,0.000128184426489123,0.0113218561415133,0.0245624200935178,0.0689432806445374,"65+"
"maxCAL","Cal>=3","DSI_score","DSI","no_weight","pearson",0.100773824182857,0.000202040414810049,0.0142140921204996,0.0729147155537433,0.128632932811971,"65+"
"maxCAL","Cal>=3","FSI_score","FSI","no_weight","pearson",0.0346440657543711,0.00012477719723129,0.0111703714007767,0.0127505401149126,0.0565375913938297,"65+"
"maxCAL","Cal>=4","DS_score","DS","no_weight","pearson",0.107827894937563,0.000218146498401836,0.014769783288926,0.0788796516318062,0.136776138243319,"65+"
"maxCAL","Cal>=4","FS_score","FS","no_weight","pearson",0.0467528503690276,0.000128184426489123,0.0113218561415133,0.0245624200935178,0.0689432806445374,"65+"
"maxCAL","Cal>=4","DSI_score","DSI","no_weight","pearson",0.100773824182857,0.000202040414810049,0.0142140921204996,0.0729147155537433,0.128632932811971,"65+"
"maxCAL","Cal>=4","FSI_score","FSI","no_weight","pearson",0.0346440657543711,0.00012477719723129,0.0111703714007767,0.0127505401149126,0.0565375913938297,"65+"
"maxCAL","Cal>=5","DS_score","DS","no_weight","pearson",0.107827894937563,0.000218146498401836,0.014769783288926,0.0788796516318062,0.136776138243319,"65+"
"maxCAL","Cal>=5","FS_score","FS","no_weight","pearson",0.0467528503690276,0.000128184426489123,0.0113218561415133,0.0245624200935178,0.0689432806445374,"65+"
"maxCAL","Cal>=5","DSI_score","DSI","no_weight","pearson",0.100773824182857,0.000202040414810049,0.0142140921204996,0.0729147155537433,0.128632932811971,"65+"
"maxCAL","Cal>=5","FSI_score","FSI","no_weight","pearson",0.0346440657543711,0.00012477719723129,0.0111703714007767,0.0127505401149126,0.0565375913938297,"65+"
"maxPD","Pd>=4","DS_score","DS","no_weight","pearson",0.0872449395451978,0.00013497083506116,0.0116176949116923,0.0644746759349068,0.110015203155489,"65+"
"maxPD","Pd>=4","FS_score","FS","no_weight","pearson",0.141694811168419,0.000136466225766539,0.0116818759523691,0.118798755029911,0.164590867306927,"65+"
"maxPD","Pd>=4","DSI_score","DSI","no_weight","pearson",0.0736137405899287,0.000117758967981671,0.0108516804220208,0.0523448377910294,0.0948826433888279,"65+"
"maxPD","Pd>=4","FSI_score","FSI","no_weight","pearson",0.121505153746255,0.00013206401681685,0.0114919109297301,0.0989814222104416,0.144028885282068,"65+"
"maxPD","Pd>=5","DS_score","DS","no_weight","pearson",0.0872449395451978,0.00013497083506116,0.0116176949116923,0.0644746759349068,0.110015203155489,"65+"
"maxPD","Pd>=5","FS_score","FS","no_weight","pearson",0.141694811168419,0.000136466225766539,0.0116818759523691,0.118798755029911,0.164590867306927,"65+"
"maxPD","Pd>=5","DSI_score","DSI","no_weight","pearson",0.0736137405899287,0.000117758967981671,0.0108516804220208,0.0523448377910294,0.0948826433888279,"65+"
"maxPD","Pd>=5","FSI_score","FSI","no_weight","pearson",0.121505153746255,0.00013206401681685,0.0114919109297301,0.0989814222104416,0.144028885282068,"65+"
"maxPD","Pd>=6","DS_score","DS","no_weight","pearson",0.0872449395451978,0.00013497083506116,0.0116176949116923,0.0644746759349068,0.110015203155489,"65+"
"maxPD","Pd>=6","FS_score","FS","no_weight","pearson",0.141694811168419,0.000136466225766539,0.0116818759523691,0.118798755029911,0.164590867306927,"65+"
"maxPD","Pd>=6","DSI_score","DSI","no_weight","pearson",0.0736137405899287,0.000117758967981671,0.0108516804220208,0.0523448377910294,0.0948826433888279,"65+"
"maxPD","Pd>=6","FSI_score","FSI","no_weight","pearson",0.121505153746255,0.00013206401681685,0.0114919109297301,0.0989814222104416,0.144028885282068,"65+"
"maxCAL","Cal>=3","DS_score","DS","CW","pearson",0.1245695413142,0.000440946835898264,0.0209987341499021,0.0834127786594605,0.165726303968939,"65+"
"maxCAL","Cal>=3","FS_score","FS","CW","pearson",0.0185579485597856,0.000135145522335839,0.0116252106361923,-0.00422704559984326,0.0413429427194145,"65+"
"maxCAL","Cal>=3","DSI_score","DSI","CW","pearson",0.120260359236336,0.000408813067242155,0.0202191262729663,0.0806315999424546,0.159889118530218,"65+"
"maxCAL","Cal>=3","FSI_score","FSI","CW","pearson",0.00826902178187369,0.000130318004635752,0.011415691158916,-0.0141053217482339,0.0306433653119813,"65+"
"maxCAL","Cal>=4","DS_score","DS","CW","pearson",0.1245695413142,0.000440946835898264,0.0209987341499021,0.0834127786594605,0.165726303968939,"65+"
"maxCAL","Cal>=4","FS_score","FS","CW","pearson",0.0185579485597856,0.000135145522335839,0.0116252106361923,-0.00422704559984326,0.0413429427194145,"65+"
"maxCAL","Cal>=4","DSI_score","DSI","CW","pearson",0.120260359236336,0.000408813067242155,0.0202191262729663,0.0806315999424546,0.159889118530218,"65+"
"maxCAL","Cal>=4","FSI_score","FSI","CW","pearson",0.00826902178187369,0.000130318004635752,0.011415691158916,-0.0141053217482339,0.0306433653119813,"65+"
"maxCAL","Cal>=5","DS_score","DS","CW","pearson",0.1245695413142,0.000440946835898264,0.0209987341499021,0.0834127786594605,0.165726303968939,"65+"
"maxCAL","Cal>=5","FS_score","FS","CW","pearson",0.0185579485597856,0.000135145522335839,0.0116252106361923,-0.00422704559984326,0.0413429427194145,"65+"
"maxCAL","Cal>=5","DSI_score","DSI","CW","pearson",0.120260359236336,0.000408813067242155,0.0202191262729663,0.0806315999424546,0.159889118530218,"65+"
"maxCAL","Cal>=5","FSI_score","FSI","CW","pearson",0.00826902178187369,0.000130318004635752,0.011415691158916,-0.0141053217482339,0.0306433653119813,"65+"
"maxPD","Pd>=4","DS_score","DS","CW","pearson",0.0925642777114061,0.000171132419118877,0.0130817590223516,0.0669245011731651,0.118204054249647,"65+"
"maxPD","Pd>=4","FS_score","FS","CW","pearson",0.121896507223537,0.000143602431430986,0.0119834231933528,0.0984094293530638,0.145383585094011,"65+"
"maxPD","Pd>=4","DSI_score","DSI","CW","pearson",0.0816178788304179,0.000155390215225159,0.0124655611676795,0.057185827894685,0.106049929766151,"65+"
"maxPD","Pd>=4","FSI_score","FSI","CW","pearson",0.104134219681776,0.000136401248896328,0.0116790945238202,0.081243615043049,0.127024824320502,"65+"
"maxPD","Pd>=5","DS_score","DS","CW","pearson",0.0925642777114061,0.000171132419118877,0.0130817590223516,0.0669245011731651,0.118204054249647,"65+"
"maxPD","Pd>=5","FS_score","FS","CW","pearson",0.121896507223537,0.000143602431430986,0.0119834231933528,0.0984094293530638,0.145383585094011,"65+"
"maxPD","Pd>=5","DSI_score","DSI","CW","pearson",0.0816178788304179,0.000155390215225159,0.0124655611676795,0.057185827894685,0.106049929766151,"65+"
"maxPD","Pd>=5","FSI_score","FSI","CW","pearson",0.104134219681776,0.000136401248896328,0.0116790945238202,0.081243615043049,0.127024824320502,"65+"
"maxPD","Pd>=6","DS_score","DS","CW","pearson",0.0925642777114061,0.000171132419118877,0.0130817590223516,0.0669245011731651,0.118204054249647,"65+"
"maxPD","Pd>=6","FS_score","FS","CW","pearson",0.121896507223537,0.000143602431430986,0.0119834231933528,0.0984094293530638,0.145383585094011,"65+"
"maxPD","Pd>=6","DSI_score","DSI","CW","pearson",0.0816178788304179,0.000155390215225159,0.0124655611676795,0.057185827894685,0.106049929766151,"65+"
"maxPD","Pd>=6","FSI_score","FSI","CW","pearson",0.104134219681776,0.000136401248896328,0.0116790945238202,0.081243615043049,0.127024824320502,"65+"
"maxCAL","Cal>=3","DS_score","DS","PPW","pearson",0.113581165635162,0.000290057592204663,0.0170310772473341,0.080200867612468,0.146961463657857,"65+"
"maxCAL","Cal>=3","FS_score","FS","PPW","pearson",0.0369486231748788,5.06180734691249e-05,0.00711463797175407,0.0230041889871997,0.0508930573625579,"65+"
"maxCAL","Cal>=3","DSI_score","DSI","PPW","pearson",0.139453258137209,0.000347475036935654,0.0186406823087475,0.102918192164811,0.175988324109607,"65+"
"maxCAL","Cal>=3","FSI_score","FSI","PPW","pearson",0.0419357309626711,4.8386448003226e-05,0.00695603680289474,0.0283021493538623,0.0555693125714799,"65+"
"maxCAL","Cal>=4","DS_score","DS","PPW","pearson",0.043831712215989,0.000255153382662499,0.0159735212981515,0.0125241857653286,0.0751392386666494,"65+"
"maxCAL","Cal>=4","FS_score","FS","PPW","pearson",0.0638501839258727,7.08516710389812e-05,0.00841734346685349,0.0473524938853363,0.0803478739664091,"65+"
"maxCAL","Cal>=4","DSI_score","DSI","PPW","pearson",0.0614758704850254,0.000318297431273989,0.017840892109813,0.026508364497727,0.0964433764723237,"65+"
"maxCAL","Cal>=4","FSI_score","FSI","PPW","pearson",0.0451335684778286,6.55775123602738e-05,0.00809799434182772,0.0292617912208371,0.06100534573482,"65+"
"maxCAL","Cal>=5","DS_score","DS","PPW","pearson",0.0166273126100331,0.000256202400161734,0.0160063237553704,-0.0147445054753807,0.047999130695447,"65+"
"maxCAL","Cal>=5","FS_score","FS","PPW","pearson",0.0632816457485053,0.000109732000401457,0.0104753043106851,0.0427504265724654,0.0838128649245452,"65+"
"maxCAL","Cal>=5","DSI_score","DSI","PPW","pearson",0.0334281346963766,0.000312131810445562,0.0176672524871742,-0.00119904388426042,0.0680553132770137,"65+"
"maxCAL","Cal>=5","FSI_score","FSI","PPW","pearson",0.0323863274803304,0.000103225721437666,0.0101600059762613,0.0124730816841466,0.0522995732765143,"65+"
"maxPD","Pd>=4","DS_score","DS","PPW","pearson",-0.00375601548974769,0.000241214927956717,0.015531095516953,-0.034196403343427,0.0266843723639316,"65+"
"maxPD","Pd>=4","FS_score","FS","PPW","pearson",0.159535214291247,0.000149372756216223,0.0122218147677104,0.135580897520815,0.183489531061679,"65+"
"maxPD","Pd>=4","DSI_score","DSI","PPW","pearson",-0.000491701453831063,0.000266982423675054,0.0163395968027076,-0.0325167227090439,0.0315333198013817,"65+"
"maxPD","Pd>=4","FSI_score","FSI","PPW","pearson",0.113819838633743,0.000135739356956533,0.0116507234520665,0.090984840273856,0.136654836993629,"65+"
"maxPD","Pd>=5","DS_score","DS","PPW","pearson",0.0106855823368102,0.000295734271829942,0.0171969262320318,-0.0230197737227642,0.0443909383963845,"65+"
"maxPD","Pd>=5","FS_score","FS","PPW","pearson",0.14873224427874,0.000228238317567937,0.0151075582927201,0.119121974130669,0.17834251442681,"65+"
"maxPD","Pd>=5","DSI_score","DSI","PPW","pearson",0.0123612086638191,0.000328559893323307,0.0181262211539887,-0.0231655319738068,0.047887949301445,"65+"
"maxPD","Pd>=5","FSI_score","FSI","PPW","pearson",0.109622899849282,0.00020976123155063,0.0144831361089589,0.0812364746925311,0.138009325006033,"65+"
"maxPD","Pd>=6","DS_score","DS","PPW","pearson",0.0208283392170255,0.000345336138814066,0.0185832219707473,-0.0155941065623528,0.0572507849964037,"65+"
"maxPD","Pd>=6","FS_score","FS","PPW","pearson",0.147640603835724,0.000267781544474523,0.0163640320359783,0.115567690403347,0.179713517268101,"65+"
"maxPD","Pd>=6","DSI_score","DSI","PPW","pearson",0.0235976988741418,0.000361205167943153,0.019005398389488,-0.0136521974810903,0.0608475952293738,"65+"
"maxPD","Pd>=6","FSI_score","FSI","PPW","pearson",0.108635659840776,0.000253295594172137,0.0159152629312914,0.0774423176909591,0.139829001990592,"65+"
"maxCAL","Cal>=3","DS_score","DS","OPW","pearson",0.128303535638969,0.00039336873484694,0.019833525527423,0.0894305399187642,0.167176531359174,"65+"
"maxCAL","Cal>=3","FS_score","FS","OPW","pearson",0.00660307019621706,9.16788946805869e-05,0.00957490964346855,-0.0121634078602065,0.0253695482526407,"65+"
"maxCAL","Cal>=3","DSI_score","DSI","OPW","pearson",0.147245895114695,0.000359070814603153,0.0189491639552555,0.11010621622525,0.18438557400414,"65+"
"maxCAL","Cal>=3","FSI_score","FSI","OPW","pearson",0.0058735857637395,0.000108704179331402,0.0104261296429404,-0.0145612528345692,0.0263084243620482,"65+"
"maxCAL","Cal>=4","DS_score","DS","OPW","pearson",0.0704075439443326,0.000341412636090037,0.0184773546832342,0.034192594235621,0.106622493653044,"65+"
"maxCAL","Cal>=4","FS_score","FS","OPW","pearson",0.0462430838111415,0.000102927931987042,0.0101453404076473,0.0263585820012538,0.0661275856210292,"65+"
"maxCAL","Cal>=4","DSI_score","DSI","OPW","pearson",0.0779981263426605,0.000302000059141347,0.0173781488985837,0.043937580383462,0.112058672301859,"65+"
"maxCAL","Cal>=4","FSI_score","FSI","OPW","pearson",0.0206131208392497,0.000106076715849138,0.0102993551181197,0.000426755743746864,0.0407994859347525,"65+"
"maxCAL","Cal>=5","DS_score","DS","OPW","pearson",0.0509943386652494,0.000292500748843913,0.017102653269125,0.0174737542176881,0.0845149231128106,"65+"
"maxCAL","Cal>=5","FS_score","FS","OPW","pearson",0.054236345891158,0.000133237583011394,0.0115428585286052,0.0316127588964508,0.0768599328858652,"65+"
"maxCAL","Cal>=5","DSI_score","DSI","OPW","pearson",0.0578006967672521,0.000256282798443181,0.0160088350120545,0.0264239567091815,0.0891774368253226,"65+"
"maxCAL","Cal>=5","FSI_score","FSI","OPW","pearson",0.0168766371013724,0.000133512337930705,0.0115547539104346,-0.00577026441330281,0.0395235386160477,"65+"
"maxPD","Pd>=4","DS_score","DS","OPW","pearson",0.0209826684239698,0.000191874810798374,0.0138518883477443,-0.00616653385547898,0.0481318707034186,"65+"
"maxPD","Pd>=4","FS_score","FS","OPW","pearson",0.156195039294956,0.00015637629199203,0.0125050506593148,0.13168559037785,0.180704488212062,"65+"
"maxPD","Pd>=4","DSI_score","DSI","OPW","pearson",0.0223958559448164,0.000196272290739649,0.014009721294146,-0.00506269322515368,0.0498544051147866,"65+"
"maxPD","Pd>=4","FSI_score","FSI","OPW","pearson",0.103535278762479,0.000150457921428556,0.0122661290319545,0.0794941076301275,0.127576449894831,"65+"
"maxPD","Pd>=5","DS_score","DS","OPW","pearson",0.0407773770104642,0.000209031347140771,0.0144579164176852,0.0124403815403108,0.0691143724806175,"65+"
"maxPD","Pd>=5","FS_score","FS","OPW","pearson",0.145010853607719,0.000194824623513424,0.0139579591457141,0.117653756384438,0.172367950831,"65+"
"maxPD","Pd>=5","DSI_score","DSI","OPW","pearson",0.0404126160084994,0.0002071901320327,0.0143941005982555,0.0122006972460721,0.0686245347709267,"65+"
"maxPD","Pd>=5","FSI_score","FSI","OPW","pearson",0.103825752759522,0.000191236031390416,0.0138288116405719,0.0767217799950124,0.130929725524031,"65+"
"maxPD","Pd>=6","DS_score","DS","OPW","pearson",0.053515135532466,0.000239555007693184,0.0154775646564046,0.023179666237523,0.083850604827409,"65+"
"maxPD","Pd>=6","FS_score","FS","OPW","pearson",0.139988304663422,0.000216696724249163,0.0147206224137828,0.111136414902395,0.168840194424449,"65+"
"maxPD","Pd>=6","DSI_score","DSI","OPW","pearson",0.0531876167506741,0.000230674383238572,0.0151879683710025,0.0234197457451757,0.0829554877561725,"65+"
"maxPD","Pd>=6","FSI_score","FSI","OPW","pearson",0.102274500214874,0.000216661723108219,0.0147194335185909,0.0734249406456036,0.131124059784143,"65+"
